ActivityIdentifier,ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Skor_SAW,Peringkat
nwisca.01.02102009,8.05,278.0,394.6033333333333,7.12,95.0,994.0,6.0,66.4,12.0,0.28541667962626427,1088
HPUL1EPA_WQX-AC-01:20230621:0836:FM:PS:,7.11,162.09405044510385,208.0,7.12,65.86257217573221,320.0,3.1233735705209655,66.4,13.8,0.2850075705951843,1089
HPUL1EPA_WQX-CD-01:20220105:1650:FM:PS:,8.47,162.09405044510385,91.0,7.12,65.86257217573221,140.0,3.1233735705209655,66.4,8.55,0.2849445053893399,1090
nwisca.01.02302262,7.5,66.3,100.73666666666666,7.12,26.7,246.0,3.84,66.4,12.0,0.2848236938393984,1091
nwisca.01.02101284,7.8,292.0,451.65000000000003,7.12,118.0,1135.0,6.3,66.4,13.0,0.2846737017756702,1092
CA_BVR-FC2:20220411:0842:FM:PS:0.214:Hydro,7.82,162.09405044510385,0.3111,7.12,65.86257217573221,0.4861,3.1233735705209655,66.4,5.1,0.28451191667306386,1093
HPUL1EPA_WQX-SC-01:20231122:0902:FM:PS:,6.94,162.09405044510385,329.0,7.12,65.86257217573221,505.0,3.1233735705209655,66.4,14.5,0.2844279240277178,1094
nwisca.01.02002494,7.6,162.09405044510385,246.45972997594052,7.12,32.1,113.0,3.1233735705209655,66.4,11.0,0.28436546735912754,1095
OVIWC-LP-SS-1-20230223-F,8.05,162.09405044510385,115.0,7.12,65.86257217573221,176.6,3.1233735705209655,66.4,9.47,0.28429350876099724,1096
nwisca.01.02304265,7.5,29.0,38.36,7.12,5.55,81.0,2.88,66.4,9.6,0.284262073290375,1097
OVIWC-LP-SS-3-20230727-F,7.72,162.09405044510385,111.0,7.12,65.86257217573221,170.8,3.1233735705209655,66.4,10.42,0.283996570423859,1098
nwisca.01.02302216,7.6,112.0,168.45000000000002,7.12,53.1,441.5,4.41,66.4,12.0,0.28387971399932016,1099
nwisca.01.02308050,7.2,162.09405044510385,246.45972997594052,7.12,65.86257217573221,64.0,2.86,66.4,12.0,0.2838536503395126,1100
HPUL1EPA_WQX-MC-02:20230816:1022:FM:PS:,6.83,162.09405044510385,159.0,7.12,65.86257217573221,245.3,3.1233735705209655,66.4,14.8,0.2838483446000734,1101
nwisca.01.02200811,7.4,125.0,92.625,7.12,23.1,298.0,10.2,66.4,16.0,0.28383597706217323,1102
LOSCOYOTESBANDOFCAHUILLACUPENO-LCC1_040121_GS,8.0,162.09405044510385,680.0,7.12,65.86257217573221,338.4017245542537,6.0,66.4,11.0,0.28319447409985576,1103
HPUL1EPA_WQX-RS-01:20231004:0911:FM:PS:,7.96,162.09405044510385,243.0,7.12,65.86257217573221,373.3,3.1233735705209655,66.4,9.38,0.2831508568880482,1104
nwisca.01.02205027,8.5,326.0,466.31333333333333,7.12,113.0,1215.0,4.23,66.4,8.8,0.28308494506784476,1105
nwisca.01.02102696,8.05,288.0,419.29333333333335,7.12,102.0,971.0,6.38,66.4,11.0,0.2829701794917013,1106
LOSCOYOTESBANDOFCAHUILLACUPENO-LCC2_040121_GS,8.0,162.09405044510385,300.0,7.12,65.86257217573221,338.4017245542537,4.2,66.4,10.0,0.2828444740998558,1107
HPUL1EPA_WQX-CD-01:20230301:1646:FM:PS:,7.57,162.09405044510385,127.0,7.12,65.86257217573221,195.2,3.1233735705209655,66.4,10.49,0.28280268993083746,1108
HPUL1EPA_WQX-RS-01:20220323:0930:FM:PS:,7.38,162.09405044510385,175.0,7.12,65.86257217573221,268.5,3.1233735705209655,66.4,11.2,0.2827516501805332,1109
nwisca.01.02204103,8.25,276.0,419.6233333333333,7.12,95.7,1085.0,4.15,66.4,9.3,0.28273914040356984,1110
nwisca.01.02200491,7.949999999999999,288.0,433.9666666666667,7.12,112.0,1105.0,2.45,66.4,8.6,0.2826869662540264,1111
nwisca.01.02101932,8.05,76.5,946.795,7.12,9.35,203.5,2.58,66.4,8.2,0.2826611628702723,1112
nwisca.01.02103042,7.7,162.09405044510385,246.45972997594052,7.12,13.0,258.0,3.1233735705209655,66.4,10.0,0.2826574297438307,1113
nwisca.01.02201176,7.775573846153846,128.0,84.615,7.12,27.0,273.0,5.11,66.4,11.0,0.2822693405357485,1114
nwisca.01.02001969,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,206.0,2.14,66.4,8.4,0.281859169129841,1115
HPUL1EPA_WQX-SC-01:20231128:0907:FM:PS:,7.46,162.09405044510385,328.0,7.12,65.86257217573221,505.0,3.1233735705209655,66.4,10.48,0.2817347571656249,1116
HPUL1EPA_WQX-RS-01:20230531:1000:FM:PS:,7.26,162.09405044510385,175.0,7.12,65.86257217573221,269.5,3.1233735705209655,66.4,11.2,0.28166055456585254,1117
CA_BVR-FC3:20220401:1040:FM:PS:0.3:Hydro,7.04,162.09405044510385,0.2633,7.12,65.86257217573221,0.4115,3.1233735705209655,66.4,5.0,0.2813546297636109,1118
HPUL1EPA_WQX-RS-01:20230510:1438:FM:PS:,7.63,162.09405044510385,167.0,7.12,65.86257217573221,256.7,3.1233735705209655,66.4,9.75,0.2813021002706069,1119
nwisca.01.02001976,6.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,206.0,2.05,66.4,11.0,0.28129298406120545,1120
nwisca.01.02002316,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,566.0,5.13,66.4,9.9,0.28121566780990603,1121
HPUL1EPA_WQX-MC-01:20230301:1405:FM:PS:,8.08,162.09405044510385,101.0,7.12,65.86257217573221,156.0,3.1233735705209655,66.4,8.5,0.2811961804756571,1122
OVIWC-LP-SS-4-20220714-F,8.51,162.09405044510385,239.0,7.12,65.86257217573221,367.7,3.1233735705209655,66.4,7.56,0.28095228410506035,1123
MORONGO1_WQX-HW1072920,8.0,162.09405044510385,197.69,7.12,65.86257217573221,304.1,3.1233735705209655,66.4,8.62,0.28088616869585964,1124
MORONGO1_WQX-LMO042722,8.04,162.09405044510385,238.29,7.12,65.86257217573221,366.6,3.1233735705209655,66.4,8.49,0.28074397231724524,1125
HPUL1EPA_WQX-MC-04:20230808:1310:FM:PS:,6.94,162.09405044510385,191.0,7.12,65.86257217573221,294.3,3.1233735705209655,66.4,12.0,0.28041688624720457,1126
HPUL1EPA_WQX-MC-04:20231102:0923:FM:PS:,7.19,162.09405044510385,172.0,7.12,65.86257217573221,265.0,3.1233735705209655,66.4,10.9,0.28033573927532196,1127
MORONGO1_WQX-MCN102921,8.47,162.09405044510385,281.79,7.12,65.86257217573221,433.5,3.1233735705209655,66.4,7.47,0.2801360499352264,1128
nwisca.01.02001425,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,180.0,2.0,66.4,7.7,0.27984039539549826,1129
nwisca.01.02001160,7.9,68.6,1038.785,7.12,9.57,182.0,1.78,66.4,6.8,0.2798218052398187,1130
nwisca.01.02003057,8.1,162.09405044510385,246.45972997594052,7.12,65.86257217573221,163.0,2.1,66.4,7.1,0.2796727752212271,1131
HPUL1EPA_WQX-CC-02:20230524:1430:FM:PS:,7.72,162.09405044510385,169.0,7.12,65.86257217573221,259.9,3.1233735705209655,66.4,8.84,0.2791580962535114,1132
nwisca.01.02001209,7.95,155.0,531.885,7.12,86.6,661.5,3.32,66.4,8.4,0.27900770477236814,1133
nwisca.01.02100976,8.0,208.0,603.1775,7.12,119.0,876.0,2.95,66.4,8.0,0.278739608227621,1134
nwisca.01.02301311,7.775573846153846,96.2,69.46333333333334,7.12,17.7,222.0,6.67,66.4,10.0,0.27865336125459284,1135
nwisca.01.02004378,7.85,45.7,659.025,7.12,3.31,116.0,3.1233735705209655,66.4,7.8,0.2781957762101548,1136
nwisca.01.02001978,8.0,94.5,2431.33,7.12,47.2,409.0,2.63,66.4,7.4,0.27792779869974166,1137
CA_BVR-FC2:20200211:0925:FM:PS:0.152:Hydro,7.52,162.09405044510385,0.1935,7.12,65.86257217573221,0.302,3.1233735705209655,66.4,3.7,0.27789999432330037,1138
nwisca.01.02303847,8.5,162.09405044510385,246.45972997594052,7.12,57.7,776.0,3.1233735705209655,66.4,7.0,0.27787380753287816,1139
nwisca.01.02200820,7.75,122.0,404.85,7.12,55.5,476.0,5.97,66.4,9.7,0.2777794217343777,1140
nwisca.01.02001977,8.05,71.5,1045.0425,7.12,10.1,193.0,2.34,66.4,6.9,0.27756197007365496,1141
CA_BVR-AC2:20220308:1048:FM:PS:0.272:Hydro,7.55,162.09405044510385,0.2251,7.12,65.86257217573221,0.3517,3.1233735705209655,66.4,4.0,0.2775429366345536,1142
nwisca.01.02102103,7.8,162.09405044510385,246.45972997594052,7.12,9.39,159.5,3.1233735705209655,66.4,8.2,0.2774415103159177,1143
nwisca.01.02100075,7.85,54.0,221.5425,7.12,19.4,216.5,2.36,66.4,7.1,0.2773531167024613,1144
nwisca.01.02101015,6.8,162.09405044510385,246.45972997594052,7.12,27.8,57.0,3.1233735705209655,66.4,11.0,0.27721008708220835,1145
nwisca.01.02200547,8.2,207.0,135.185,7.12,64.6,422.0,5.13,66.4,8.2,0.2769957586505185,1146
nwisca.01.02002747,7.8,52.7,610.78,7.12,4.67,134.5,0.86,66.4,4.5,0.2769321857437005,1147
nwisca.01.02305187,7.800000000000001,38.1,44.699999999999996,7.12,3.16,98.0,1.68,66.4,6.1,0.2767744949307486,1148
nwisca.01.02001419,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,208.0,2.3,66.4,7.3,0.2767346106364837,1149
MORONGO1_WQX-H000102720,7.79,162.09405044510385,227.99,7.12,65.86257217573221,350.8,3.1233735705209655,66.4,8.06,0.2767102836892585,1150
nwisca.01.02303827,8.5,162.09405044510385,246.45972997594052,7.12,72.1,983.0,3.1233735705209655,66.4,6.8,0.27669157348016016,1151
OVIWC-LP-SS-5-20220714-F,8.47,162.09405044510385,239.0,7.12,65.86257217573221,367.4,3.1233735705209655,66.4,6.79,0.2763811012127229,1152
nwisca.01.02101336,7.0,162.09405044510385,246.45972997594052,7.12,15.4,184.5,3.1233735705209655,66.4,10.0,0.2763146338982507,1153
nwisca.01.02303203,7.8,123.0,78.605,7.12,21.9,245.0,3.1233735705209655,66.4,7.8,0.2759101160064914,1154
nwisca.01.02300443,7.6,61.7,68.38,7.12,6.02,166.0,2.93,66.4,7.8,0.27580852276455414,1155
CA_BVR-FC1:20210316:1045:FM:PS:0.099:Hydro,7.64,162.09405044510385,0.1459,7.12,65.86257217573221,0.228,3.1233735705209655,66.4,3.0,0.2758070296659404,1156
HPUL1EPA_WQX-RS-01:20230621:0944:FM:PS:,7.37,162.09405044510385,199.0,7.12,65.86257217573221,305.9,3.1233735705209655,66.4,8.76,0.27567869010731405,1157
HPUL1EPA_WQX-RS-01:20230703:0724:FM:PS:,7.26,162.09405044510385,200.0,7.12,65.86257217573221,307.5,3.1233735705209655,66.4,8.98,0.2754629282950955,1158
MORONGO1_WQX-HE1021120,7.97,162.09405044510385,163.49,7.12,65.86257217573221,251.5,3.1233735705209655,66.4,7.42,0.27536009274751627,1159
nwisca.01.02206781,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,65.0,3.22,66.4,8.6,0.2752232952388467,1160
MORONGO1_WQX-HW1071322,8.08,162.09405044510385,204.76,7.12,65.86257217573221,315.0,3.1233735705209655,66.4,7.17,0.27503116995180155,1161
nwisca.01.02001400,7.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,412.0,4.4,66.4,9.6,0.27497162956311055,1162
nwisca.01.02002748,7.85,63.8,1348.3,7.12,21.7,249.5,1.84,66.4,6.2,0.2749321688862431,1163
nwisca.01.02102102,8.1,162.09405044510385,246.45972997594052,7.12,7.02,172.0,3.1233735705209655,66.4,7.1,0.2748629081034174,1164
HPUL1EPA_WQX-CC-02:20230301:1245:FM:PS:,7.84,162.09405044510385,153.0,7.12,65.86257217573221,235.3,3.1233735705209655,66.4,7.55,0.27483288599825456,1165
nwisca.01.02400449,7.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,157.0,2.28,66.4,7.8,0.274790821475525,1166
CA_BVR-FC1:20200302:0852:FM:PS:0.068:Hydro,7.16,162.09405044510385,0.2362,7.12,65.86257217573221,0.3471,3.1233735705209655,66.4,4.0,0.2745060724179844,1167
MORONGO1_WQX-HE1080823,7.97,162.09405044510385,189.0,7.12,65.86257217573221,291.4,3.1233735705209655,66.4,7.22,0.274305563508675,1168
nwisca.01.02001208,7.65,212.0,296.87333333333333,7.12,70.5,732.5,5.24,66.4,8.8,0.27417381855113904,1169
nwisca.01.02100495,8.05,171.0,446.1375,7.12,78.6,697.0,2.85,66.4,6.9,0.27410865781052,1170
HPUL1EPA_WQX-MC-03:20230405:1137:FM:PS:,7.82,162.09405044510385,102.0,7.12,65.86257217573221,156.2,3.1233735705209655,66.4,7.41,0.27397818231980997,1171
nwisca.01.02103038,8.0,162.09405044510385,246.45972997594052,7.12,7.13,172.5,3.1233735705209655,66.4,7.1,0.2739535897423548,1172
HPUL1EPA_WQX-RS-01:20231122:0829:FM:PS:,7.25,162.09405044510385,236.0,7.12,65.86257217573221,362.3,3.1233735705209655,66.4,8.55,0.2737944428127638,1173
nwisca.01.02004377,8.1,170.0,761.6325,7.12,70.2,680.5,2.35,66.4,6.4,0.27369151438424466,1174
nwisca.01.02001777,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,241.0,2.4,66.4,6.7,0.2736358311498381,1175
HPUL1EPA_WQX-AC-01:20220323:1140:FM:PS:,9.25,162.09405044510385,239.0,7.12,65.86257217573221,367.5,3.1233735705209655,66.4,5.47,0.2735030439164341,1176
nwisca.01.02300285,7.5,200.0,288.2033333333333,7.12,58.5,747.0,11.9,66.4,10.0,0.27338162174902814,1177
OVIWC-LP-SS-5-20220929-F,8.27,162.09405044510385,248.0,7.12,65.86257217573221,382.1,3.1233735705209655,66.4,6.59,0.2733077655319577,1178
HPUL1EPA_WQX-LC-01:20230215:1647:FM:PS:,8.2,162.09405044510385,286.0,7.12,65.86257217573221,440.5,3.1233735705209655,66.4,6.66,0.2731140934002916,1179
nwisca.01.02002266,8.5,162.09405044510385,246.45972997594052,7.12,45.3,878.0,2.3,66.4,5.8,0.27311131858313015,1180
nwisca.01.02001423,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,172.0,2.1,66.4,6.6,0.2730391210876356,1181
nwisca.01.02001424,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,190.0,2.1,66.4,6.6,0.2730316869995083,1182
nwisca.01.02103094,7.8,94.8,228.325,7.12,36.1,388.5,1.93,66.4,6.2,0.27301804089746806,1183
CA_BVR-FC1:20210329:0955:FM:PS:0.044:Hydro,7.41,162.09405044510385,0.2018,7.12,65.86257217573221,0.3153,3.1233735705209655,66.4,3.6,0.2729089361057707,1184
nwisca.01.02100773,7.9,179.0,293.87,7.12,93.3,752.0,3.35,66.4,7.2,0.27279082088730044,1185
MORONGO1_WQX-BC1012723,7.83,162.09405044510385,382.0,7.12,65.86257217573221,587.7,3.1233735705209655,66.4,7.17,0.2727385608589037,1186
HPUL1EPA_WQX-RS-01:20231108:1437:FM:PS:,7.31,162.09405044510385,241.0,7.12,65.86257217573221,371.4,3.1233735705209655,66.4,8.14,0.2726865426578032,1187
nwisca.01.02001398,7.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,391.0,3.8,66.4,8.6,0.2726811231240857,1188
nwisca.01.02201612,7.85,93.5,322.8225,7.12,42.2,369.0,2.87,66.4,6.8,0.2722583915047172,1189
NARS_WQX-242920_2324,7.66,162.09405044510385,246.45972997594052,7.12,15.6,338.4017245542537,2.75,66.4,7.1,0.2721631894220922,1190
nwisca.01.02004207,7.949999999999999,67.1,994.5375,7.12,5.61,177.5,1.64,66.4,5.5,0.2720472873011103,1191
HPUL1EPA_WQX-CD-01:20230621:0846:FM:PS:,7.4,162.09405044510385,150.0,7.12,65.86257217573221,231.3,3.1233735705209655,66.4,7.8,0.2720246573901174,1192
CA_BVR-MC1:20210311:0704:FM:PS:0.174:Hydro,7.43,162.09405044510385,0.128,7.12,65.86257217573221,0.2001,3.1233735705209655,66.4,2.7,0.2717629558097266,1193
HPUL1EPA_WQX-RS-01:20230426:1000:FM:PS:,7.85,162.09405044510385,166.0,7.12,65.86257217573221,255.5,3.1233735705209655,66.4,6.93,0.27159538750949086,1194
nwisca.01.02003355,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,329.0,3.0,66.4,7.1,0.2715946322199913,1195
nwisca.01.02001427,8.1,162.09405044510385,246.45972997594052,7.12,53.9,905.0,1.7,66.4,5.5,0.27156290799807825,1196
HPUL1EPA_WQX-LC-01:20231122:0841:FM:PS:,6.97,162.09405044510385,112.0,7.12,65.86257217573221,171.9,3.1233735705209655,66.4,8.44,0.2708626715769873,1197
HPUL1EPA_WQX-RS-01:20230712:0859:FM:PS:,7.24,162.09405044510385,206.0,7.12,65.86257217573221,316.1,3.1233735705209655,66.4,7.83,0.2706922413323809,1198
nwisca.01.02001776,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,220.0,2.3,66.4,6.3,0.27063191922384383,1199
nwisca.01.02303545,8.7,162.09405044510385,246.45972997594052,7.12,23.9,459.5,3.1233735705209655,66.4,5.7,0.27056487179723565,1200
nwisca.01.02300539,7.8,207.0,302.2,7.12,83.7,790.0,6.19,66.4,7.7,0.27009511078780135,1201
OVIWC-LP-SS-5-20230531-F,7.02,162.09405044510385,32.0,7.12,65.86257217573221,49.5,3.1233735705209655,66.4,8.04,0.2698579045736983,1202
nwisca.01.02002282,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,175.0,1.7,66.4,5.4,0.2697715845466739,1203
nwisca.01.02001775,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,278.0,2.5,66.4,6.2,0.26973878018475944,1204
OVIWC-LP-SS-2-20220714-F,8.65,162.09405044510385,239.0,7.12,65.86257217573221,367.7,3.1233735705209655,66.4,5.65,0.26968216828184716,1205
CA_BVR-KC1:20210316:0125:FM:PS:0.234:Hydro,8.09,162.09405044510385,0.1368,7.12,65.86257217573221,0.2138,3.1233735705209655,66.4,2.6,0.26944504756109733,1206
nwisca.01.02003787,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,158.0,1.5,66.4,5.3,0.2693973034819067,1207
MORONGO1_WQX-M003121423,8.69,162.09405044510385,243.0,7.12,65.86257217573221,374.3,3.1233735705209655,66.4,5.54,0.2690594061479871,1208
nwisca.01.02002315,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,148.0,3.78,66.4,7.0,0.2689618990134019,1209
nwisca.01.02100381,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,160.0,1.7,66.4,5.3,0.2687987312249458,1210
HPUL1EPA_WQX-CC-02:20230308:1655:FM:PS:,7.7,162.09405044510385,118.0,7.12,65.86257217573221,181.2,3.1233735705209655,66.4,6.67,0.268675629531816,1211
CA_BVR-SC1:20200109:0926:FM:PS:0.043:Hydro,7.13,162.09405044510385,0.3222,7.12,65.86257217573221,0.5037,3.1233735705209655,66.4,4.4,0.2685190093416987,1212
nwisca.01.02003337,8.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,229.0,2.7,66.4,5.3,0.2684267105517949,1213
SANPASQUAL-Lower Woods Valley Creek:03172020:04172020,7.79,162.09405044510385,1100.0,7.12,0.0,338.4017245542537,3.1233735705209655,66.4,6.5,0.26835933600319145,1214
nwisca.01.02301342,7.7,155.0,105.145,7.12,49.8,324.0,3.1233735705209655,66.4,6.6,0.26823311228765856,1215
SANTAROSA-SL-1:202207111142:SR,7.3,162.09405044510385,26.0,7.12,1.7,338.4017245542537,1.9,66.4,6.2,0.26816609523480467,1216
HPUL1EPA_WQX-MC-02:20230405:1120:FM:PS:,7.75,162.09405044510385,101.0,7.12,65.86257217573221,154.7,3.1233735705209655,66.4,6.48,0.2679098704909794,1217
OVIWC-LP-SS-2-20230925-F,7.77,162.09405044510385,215.0,7.12,65.86257217573221,330.2,3.1233735705209655,66.4,6.45,0.26784398256081776,1218
nwisca.01.02204452,8.4,294.0,444.6433333333334,7.12,107.0,1125.0,4.4,66.4,6.1,0.2678297822416335,1219
OVIWC-LP-SS-2-20220831-F,7.92,162.09405044510385,239.0,7.12,65.86257217573221,368.4,3.1233735705209655,66.4,6.24,0.26773982952123687,1220
CA_BVR-FC1:20200211:0917:FM:PS:0.152:Hydro,7.2,162.09405044510385,0.186,7.12,65.86257217573221,0.2907,3.1233735705209655,66.4,3.3,0.26753896981041925,1221
nwisca.01.02001399,7.3,162.09405044510385,246.45972997594052,7.12,65.86257217573221,412.0,3.9,66.4,7.4,0.2671824100551411,1222
HPUL1EPA_WQX-RS-01:20231102:0904:FM:PS:,7.5,162.09405044510385,237.0,7.12,65.86257217573221,365.1,3.1233735705209655,66.4,6.72,0.26713283049757436,1223
MORONGO1_WQX-BC1042022,8.49,162.09405044510385,394.91,7.12,65.86257217573221,607.6,3.1233735705209655,66.4,5.5,0.26685914759954704,1224
HPUL1EPA_WQX-RS-01:20230626:0752:FM:PS:,7.21,162.09405044510385,192.0,7.12,65.86257217573221,295.4,3.1233735705209655,66.4,7.12,0.2668501935090984,1225
nwisca.01.02001972,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,203.0,2.04,66.4,5.6,0.2667783155859569,1226
MORONGO1_WQX-HE1122121,7.95,162.09405044510385,185.73,7.12,65.86257217573221,285.7,3.1233735705209655,66.4,6.06,0.26668795621229147,1227
nwisca.01.02101666,7.85,168.0,250.84,7.12,63.4,632.5,5.41,66.4,6.8,0.2665942077359512,1228
HPUL1EPA_WQX-MC-01:20230412:0801:FM:PS:,7.91,162.09405044510385,103.0,7.12,65.86257217573221,157.9,3.1233735705209655,66.4,6.09,0.266590571549669,1229
nwisca.01.02102001,7.9,162.09405044510385,246.45972997594052,7.12,65.86257217573221,274.0,3.0,66.4,6.0,0.26617809109967244,1230
nwisca.01.02003667,7.949999999999999,54.4,1071.535,7.12,4.6,139.5,1.46,66.4,4.7,0.2661503281315578,1231
HPUL1EPA_WQX-MC-01:20230405:1101:FM:PS:,7.98,162.09405044510385,97.0,7.12,65.86257217573221,148.5,3.1233735705209655,66.4,5.95,0.26614860208182867,1232
nwisca.01.02001970,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,208.0,2.43,66.4,5.9,0.2659913971517989,1233
nwisca.01.02001437,7.85,284.0,410.94666666666666,7.12,100.0,1040.0,6.67,66.4,6.9,0.2657953005037155,1234
HPUL1EPA_WQX-LC-01:20231128:0848:FM:PS:,7.06,162.09405044510385,106.0,7.12,65.86257217573221,163.2,3.1233735705209655,66.4,7.15,0.26568886694727367,1235
nwisca.01.02003101,7.7,162.09405044510385,246.45972997594052,7.12,65.86257217573221,115.0,1.4,66.4,4.9,0.265666450748944,1236
CA_BVR-FC2:20220707:1116:FM:PS:0.19:Hydro,7.2,162.09405044510385,0.2912,7.12,65.86257217573221,0.455,3.1233735705209655,66.4,4.0,0.26564839750862407,1237
nwisca.01.02201984,8.0,60.2,928.285,7.12,7.15,165.0,3.1233735705209655,66.4,5.7,0.2655975524652421,1238
HPUL1EPA_WQX-RS-01:20230816:0915:FM:PS:,6.94,162.09405044510385,229.0,7.12,65.86257217573221,352.0,3.1233735705209655,66.4,7.34,0.2655691097756656,1239
MORONGO1_WQX-LMO041923,8.41,162.09405044510385,235.43,7.12,65.86257217573221,362.2,3.1233735705209655,66.4,5.41,0.26529849635197117,1240
CA_BVR-FC1:20210302:0246:FM:PS:0.081:Hydro,7.5,162.09405044510385,0.2218,7.12,65.86257217573221,0.3465,3.1233735705209655,66.4,3.4,0.2652893149245415,1241
nwisca.01.02003786,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,166.0,1.6,66.4,5.0,0.26493438162874294,1242
nwisca.01.02001401,7.4,162.09405044510385,246.45972997594052,7.12,65.86257217573221,385.0,4.5,66.4,7.0,0.26487478377933665,1243
nwisca.01.02201164,7.775573846153846,95.7,65.09,7.12,15.7,199.0,4.25,66.4,6.3,0.2648229359715648,1244
HPUL1EPA_WQX-MC-04:20230405:1325:FM:PS:,7.88,162.09405044510385,108.0,7.12,65.86257217573221,166.9,3.1233735705209655,66.4,5.88,0.2646682665777558,1245
CA_BVR-MC1:20200211:0948:FM:PS:0.152:Hydro,7.78,162.09405044510385,0.1725,7.12,65.86257217573221,0.27,3.1233735705209655,66.4,2.9,0.2646471394754695,1246
nwisca.01.02001420,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,216.0,2.4,66.4,5.6,0.26450960812998603,1247
nwisca.01.02204683,8.350000000000001,312.0,456.6466666666667,7.12,114.0,1150.0,4.28,66.4,5.7,0.26431906279728357,1248
HPUL1EPA_WQX-LC-01:20230322:0931:FM:PS:,8.09,162.09405044510385,176.0,7.12,65.86257217573221,264.8,3.1233735705209655,66.4,5.59,0.26407265000303826,1249
HPUL1EPA_WQX-RS-01:20231128:0836:FM:PS:,8.06,162.09405044510385,232.0,7.12,65.86257217573221,357.1,3.1233735705209655,66.4,5.62,0.2640546071701361,1250
nwisca.01.02301193,8.5,162.09405044510385,246.45972997594052,7.12,68.3,1880.0,3.1233735705209655,66.4,5.2,0.2639927146260811,1251
HPUL1EPA_WQX-LC-01:20230607:1018:FM:PS:,7.14,162.09405044510385,479.0,7.12,65.86257217573221,737.0,3.1233735705209655,66.4,6.72,0.26384144870369763,1252
OVIWC-LP-SS-4-20221012-F,7.88,162.09405044510385,226.0,7.12,65.86257217573221,347.4,3.1233735705209655,66.4,5.78,0.2638009191300485,1253
MORONGO1_WQX-H000101922,8.51,162.09405044510385,249.96,7.12,65.86257217573221,384.5,3.1233735705209655,66.4,5.17,0.2637985357358618,1254
CA_BVR-KC1:20200211:1027:FM:PS:0.152:Hydro,7.69,162.09405044510385,0.1517,7.12,65.86257217573221,0.2371,3.1233735705209655,66.4,2.7,0.263600665764994,1255
OVIWC-LP-SS-2-20221012-F,7.94,162.09405044510385,227.0,7.12,65.86257217573221,348.7,3.1233735705209655,66.4,5.65,0.26322962289765117,1256
nwisca.01.02001421,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,268.0,2.9,66.4,5.5,0.26319230781347996,1257
MORONGO1_WQX-HW1071321,7.93,162.09405044510385,201.96,7.12,65.86257217573221,310.7,3.1233735705209655,66.4,5.62,0.2628784334707412,1258
SANPASQUAL-20C2425-01,8.14,162.09405044510385,1400.0,7.12,172.0,338.4017245542537,3.1233735705209655,66.4,5.4,0.2627505558944113,1259
SANPASQUAL-Lower Paradise Creek:03172020:04142020,8.14,162.09405044510385,1400.0,7.12,172.0,338.4017245542537,3.1233735705209655,66.4,5.4,0.2627505558944113,1259
nwisca.01.02202925,7.85,140.0,279.365,7.12,63.4,584.0,3.22,66.4,5.7,0.2626607244548068,1261
nwisca.01.02203428,7.7,58.1,113.285,7.12,10.1,192.5,1.78,66.4,4.9,0.26234373341253114,1262
HPUL1EPA_WQX-MC-03:20230808:1230:FM:PS:,6.96,162.09405044510385,15.3,7.12,65.86257217573221,233.4,3.1233735705209655,66.4,6.72,0.2622445993979944,1263
nwisca.01.02001772,7.8,162.09405044510385,246.45972997594052,7.12,65.86257217573221,265.0,2.5,66.4,5.4,0.26212956203085447,1264
nwisca.01.02003334,8.0,162.09405044510385,246.45972997594052,7.12,65.86257217573221,531.0,2.1,66.4,5.0,0.26211334096377176,1265
nwisca.01.02104249,7.75,162.09405044510385,246.45972997594052,7.12,65.86257217573221,111.0,1.85,66.4,5.0,0.26191877218852505,1266
nwisca.01.02200068,7.9,53.1,474.0275,7.12,3.13,134.5,1.19,66.4,4.1,0.26180997886895535,1267
